epoch,split,targets,loss,roc_auc,accuracy,precision,recall,f1,mse,threshold
1,train,9647042,0.5190231546738157,0.7470063015452535,0.7459622338121882,0.7695320516095424,0.9168601502617977,0.8367605966003195,0.17242809909546353,0.5
1,validation,2556773,0.5362603693713833,0.7450961223634319,0.7320857189903054,0.7490258309823696,0.9189828037115729,0.825345677344015,0.1796129190019993,0.5
2,train,9647042,0.515419058948069,0.7518422761337348,0.7484873601669818,0.7719039224138302,0.9167108226738543,0.8380984257062296,0.17098212520805872,0.5
2,validation,2556773,0.5365539664523327,0.7450294410090921,0.7320626430269719,0.7493825335197745,0.918055024034831,0.8251876020241906,0.1797240172884262,0.5
3,train,9647042,0.5160120073324213,0.7510866715022096,0.7482155670100742,0.7712077613984315,0.9176908670780108,0.8380968606664839,0.17120896091047563,0.5
3,validation,2556773,0.5391781241674026,0.7433572085691287,0.7296392757589352,0.7667129492296072,0.8731968198846919,0.8164977386448434,0.1807999390232746,0.5
4,train,9647042,0.5170102426798189,0.7498589748400826,0.7475271694681126,0.7703465922603776,0.9182049743749188,0.8378021577578753,0.17158584436903795,0.5
4,validation,2556773,0.538911579908938,0.7432323628736205,0.7296760408530597,0.7434891655619013,0.9275911682642571,0.8253989586441103,0.18074280220879424,0.5
5,train,9647042,0.5176460777690769,0.7491136080069835,0.747112119963819,0.7699918422628564,0.9181546146311842,0.8375713615544232,0.1718187836781692,0.5
5,validation,2556773,0.5401699360064834,0.7400668160384964,0.7278941071420889,0.7458345811785412,0.9177154816561947,0.8228955138696161,0.1812700103341023,0.5
6,train,9647042,0.5184353936198216,0.7480922404289496,0.7467156253699321,0.7694032981000843,0.9186598177415187,0.837433016537363,0.1721075307740711,0.5
6,validation,2556773,0.5393220571909345,0.7408246860126464,0.7297206283076362,0.7533298708578717,0.9034552695500894,0.8215909533911487,0.180840782977575,0.5
1,test,2456402,0.5455991906689351,0.7415784624691203,0.7234760434163463,0.7394883094791944,0.9154544196105668,0.8181163363102187,0.18363697807826554,0.5
