epoch,split,targets,loss,roc_auc,accuracy,precision,recall,f1,mse,threshold
1,train,9647042,0.5239966467593247,0.740409468784432,0.7436929371718295,0.7628536747059057,0.9273587701128788,0.8371007416493217,0.1743244913296261,0.5
1,validation,2556773,0.5273654822786491,0.7568284281482693,0.7366344215931567,0.755774168367395,0.912553642585655,0.8267973066058532,0.1762804918890416,0.5
2,train,9647042,0.49865359249027286,0.7749217480922687,0.7587465670824279,0.7820827635545813,0.9153109677683043,0.843468333803905,0.16450587471225048,0.5
2,validation,2556773,0.5154874806376367,0.7730514524614744,0.7440003473128041,0.7595562128928486,0.9194029732102199,0.8318704185714613,0.1716887810922075,0.5
3,train,9647042,0.48849613246608015,0.7869503891969404,0.76497241330555,0.7895961478072362,0.9120809375962492,0.8464303844623369,0.1606151126308678,0.5
3,validation,2556773,0.5086338709324915,0.7809313613748516,0.7498166634269057,0.7827413455633438,0.8814616674824012,0.8291734677309086,0.1688059468328147,0.5
4,train,9647042,0.48272444690241045,0.7933866947194826,0.7685960110881657,0.7937926231387424,0.9107245818316642,0.848247765010553,0.15842789349024208,0.5
4,validation,2556773,0.503896002538857,0.7852586657966268,0.7521418600712695,0.7738677916648247,0.904474464482618,0.8340892972010094,0.16707844691809629,0.5
5,train,9647042,0.478920060951647,0.797483942699394,0.7710630885612398,0.7965931830437349,0.9099732728432527,0.8495168803985149,0.15698316661926884,0.5
5,validation,2556773,0.5013366971436063,0.7878629055740671,0.7541181794394731,0.7814793716502978,0.8926546422483838,0.8333755638838678,0.16603433957188524,0.5
6,train,9647042,0.4761697666324883,0.8003912953781925,0.7727189329122854,0.7984095144186123,0.9096160835884164,0.8503925660746435,0.1559444519542728,0.5
6,validation,2556773,0.499715693492693,0.7896748633386735,0.7551976651818523,0.7784484450112823,0.9010620067976611,0.835279491467169,0.16541372846465577,0.5
7,train,9647042,0.47400977717444887,0.8026426161876925,0.7740373681383371,0.7998087730498376,0.9094339126893417,0.8511058469890899,0.15512433051163604,0.5
7,validation,2556773,0.4989088561234129,0.79046788302557,0.7558739082429297,0.782105529027107,0.8949201507613584,0.8347182829502247,0.16506817024918222,0.5
8,train,9647042,0.4721980390223602,0.8045110080392457,0.7752571202654658,0.8010767663113366,0.9093245809558426,0.851775281869828,0.1544384953960656,0.5
8,validation,2556773,0.49809942634000065,0.7913807970636383,0.7562767598062088,0.7802268804310089,0.8995698372808447,0.8356589347638668,0.16475661745923934,0.5
9,train,9647042,0.47061492012024503,0.8060997199939861,0.7761471340126849,0.8020350833095973,0.9091878068112648,0.8522566202097028,0.15384321938580325,0.5
9,validation,2556773,0.4980507818329413,0.7921031768814455,0.7564253846547973,0.7767795102800157,0.9070528289330988,0.8368767315468219,0.1647140331604496,0.5
10,train,9647042,0.46927177681103965,0.8074675655304154,0.7769765074102507,0.8028600570737895,0.9091918939788722,0.8527239555342806,0.15333766788543987,0.5
10,validation,2556773,0.4973421964498418,0.7923848512853853,0.757191584861073,0.780607283464567,0.9006355915361964,0.8363368707216134,0.16440345083429986,0.5
11,train,9647042,0.4680197098900516,0.8086992535767309,0.7777331123882326,0.8036583587645894,0.9091132160024289,0.8531393746455567,0.15286117570981927,0.5
11,validation,2556773,0.4968337186722264,0.7927136004217947,0.7576163390336178,0.785488690738801,0.8916201168071206,0.8351962794972385,0.16419979965828374,0.5
12,train,9647042,0.46686466838638924,0.8098575803429273,0.7784986320159071,0.8044079472566213,0.9091447455811149,0.8535754536277923,0.1524231983557883,0.5
12,validation,2556773,0.498564158063114,0.7926630221157832,0.756874779262766,0.796887570289411,0.868384175735325,0.8311010590690908,0.16485273965360867,0.5
13,train,9647042,0.4658329904704577,0.8108693248106291,0.7791179928521095,0.8050473213032341,0.9091111724186253,0.8539204709517506,0.15203002771779045,0.5
13,validation,2556773,0.49754590816581423,0.7928608705706457,0.7574563717623739,0.778587803871686,0.9053545492432974,0.8371996926339522,0.16440137999074733,0.5
14,train,9647042,0.4648207560605635,0.8118530953712385,0.7798110550363521,0.8057004905656278,0.9091908721869704,0.8543229590509209,0.1516504442999286,0.5
14,validation,2556773,0.49694943954299986,0.792779647571392,0.7579929856893827,0.7857585588469975,0.891835879522642,0.835443489074502,0.1641724343603415,0.5
15,train,9647042,0.4638958164941773,0.8127644031114385,0.780362726730121,0.8062913800116565,0.9091248936241645,0.8546258728553912,0.15130176638366843,0.5
15,validation,2556773,0.4971468085758414,0.7924539404296439,0.7578017289763307,0.7850554260849074,0.8928533710653114,0.8354916367844405,0.16426176489977817,0.5
16,train,9647042,0.4629744535252642,0.8136661043377375,0.7808172702057273,0.8067884576295625,0.9090530762504908,0.8548732675016505,0.15095679236762546,0.5
16,validation,2556773,0.4990908049858217,0.7925746721023893,0.7567367146007878,0.7745042430118855,0.9125297951276237,0.8378707035224214,0.1649128625328227,0.5
17,train,9647042,0.4621722200400804,0.8144389419165704,0.7814435761759926,0.807371119674463,0.9091434318486697,0.8552402306930892,0.15065037936228087,0.5
17,validation,2556773,0.49753550139312236,0.7924757118425443,0.7577708306525452,0.7905369749442904,0.8820635318993819,0.8337960360089579,0.16436520887592906,0.5
18,train,9647042,0.46136194794303265,0.8152282018765581,0.7818335402706861,0.8078237268805429,0.9090361436989742,0.8554465953288886,0.1503443961870749,0.5
18,validation,2556773,0.4976734954767825,0.7922445795009503,0.7578072046286471,0.7828741965560531,0.89724925249575,0.8361686613618252,0.16438472407695173,0.5
13,test,2456402,0.5071997748354633,0.7887961776898904,0.7494701600145253,0.7709668341005314,0.8979818820626188,0.8296411291595084,0.16840058034014826,0.5
